product_no,price
p1874,293.81
p1875,998.96
p1876,311.67
p1877,72.05
p1878,476.49
p1879,385.58
p1880,81.98
p1881,876.87
p1882,330.68
p1883,282.36
p1884,885.19
p1885,954.08
p1886,485.08
p1887,555.27
p1888,369.20
p1889,775.24
p1890,269.09
p1891,180.52
p1892,940.82
p1893,478.62
p1894,593.49
p1895,763.44
p1896,129.30
p1897,162.45
p1898,716.06
p1899,401.83
p1900,966.75
p1901,671.25
p1902,826.57
p1903,500.35
p1904,140.58
p1905,313.53
p1906,978.89
p1907,629.18
p1908,330.99
p1909,121.19
p1910,598.92
p1911,950.87
p1912,690.34
p1913,393.91
p1914,691.95
p1915,198.10
p1916,402.32
p1917,858.82
p1918,125.73
p1919,671.66
p1920,185.23
p1921,464.94
p1922,962.13
p1923,853.51
p1924,741.08
p1925,180.43
p1926,866.67
p1927,932.34
p1928,359.18
p1929,598.57
p1930,449.41
p1931,277.21
p1932,772.03
p1933,417.29
p1934,962.94
p1935,136.41
p1936,398.26
p1937,935.25
p1938,650.97
p1939,769.17
p1940,931.02
p1941,603.49
p1942,603.09
p1943,24.63
p1944,310.80
p1945,80.57
p1946,488.97
p1947,519.23
p1948,960.41
p1949,482.96
p1950,35.00
p1951,951.57
p1952,712.16
p1953,282.36
p1954,357.76
p1955,262.46
p1956,535.80
p1957,398.06
p1958,729.60
p1959,915.92
p1960,731.64
p1961,492.17
p1962,449.19
p1963,542.36
p1964,397.94
p1965,291.57
p1966,763.16
p1967,81.04
p1968,456.20
p1969,783.15
p1970,251.68
p1971,89.69
p1972,668.63
p1973,812.88
p1974,984.53
p1975,391.18
p1976,663.41
p1977,134.54
p1978,763.99
p1979,207.08
p1980,830.71
p1981,789.19
p1982,955.58
p1983,441.94
p1984,659.34
p1985,517.90
p1986,995.18
p1987,914.58
p1988,729.61
p1989,410.87
p1990,594.18
p1991,517.37
p1992,272.57
p1993,503.73
p1994,161.75
p1995,28.80
p1996,878.85
p1997,39.39
p1998,988.63
p1999,424.51
p2000,984.77
p2001,613.49
p2002,796.21
p2003,965.50
p2004,332.60
p2005,904.21
p2006,756.97
p2007,364.67
p2008,305.71
p2009,208.99
p2010,688.00
p2011,953.00
p2012,808.85
p2013,411.93
p2014,229.56
p2015,732.48
p2016,576.52
p2017,176.03
p2018,862.94
p2019,449.68
p2020,307.82
p2021,547.13
p2022,363.03
p2023,91.39
p2024,960.47
p2025,333.16
p2026,299.25
p2027,358.23
p2028,126.31
p2029,600.15
p2030,688.73
p2031,483.67
p2032,100.08
p2033,838.92
p2034,446.22
p2035,938.28
p2036,783.86
p2037,606.27
p2038,467.98
p2039,247.18
p2040,682.43
p2041,294.18
p2042,332.21
p2043,668.02
p2044,366.30
p2045,485.25
p2046,77.02
p2047,551.64
p2048,162.20
p2049,26.19
p2050,522.50
p2051,614.64
p2052,889.57
p2053,610.94
p2054,576.17
p2055,138.46
p2056,377.51
p2057,16.07
p2058,485.19
p2059,427.14
p2060,466.07
p2061,279.99
p2062,220.73
p2063,886.70
p2064,565.05
p2065,238.52
p2066,660.49
p2067,660.24
p2068,479.62
p2069,127.87
p2070,307.90
p2071,830.40
p2072,166.24
p2073,694.78
p2074,986.95
p2075,80.71
p2076,166.57
p2077,166.78
p2078,643.15
p2079,586.36
p2080,356.79
p2081,838.78
p2082,479.20
p2083,389.48
p2084,793.45
p2085,329.37
p2086,234.12
p2087,371.26
p2088,587.72
p2089,414.00
p2090,974.98
p2091,986.79
p2092,884.58
p2093,121.86
p2094,600.41
p2095,622.47
p2096,595.95
p2097,142.93
p2098,362.93
p2099,472.85
p2100,367.36
p2101,562.70
p2102,353.73
p2103,709.81
p2104,289.06
p2105,243.15
p2106,825.92
p2107,987.04
p2108,891.04
p2109,749.14
p2110,35.23
p2111,880.65
p2112,944.33
p2113,704.74
p2114,88.53
p2115,114.28
p2116,415.48
p2117,924.91
p2118,99.22
p2119,90.50
p2120,454.31
p2121,869.60
p2122,910.82
p2123,409.37
p2124,482.38
p2125,503.17
p2126,306.32
p2127,421.35
p2128,609.90
p2129,346.78
p2130,992.00
p2131,558.70
p2132,244.44
p2133,695.61
p2134,90.70
p2135,152.43
p2136,275.42
p2137,341.66
p2138,770.44
p2139,315.99
p2140,640.55
p2141,181.64
p2142,199.63
p2143,822.11
p2144,394.35
p2145,305.40
p2146,588.39
p2147,28.84
p2148,680.86
p2149,805.59
p2150,910.72
p2151,790.90
p2152,384.71
p2153,138.59
p2154,542.70
p2155,386.37
p2156,799.61
p2157,381.75
p2158,297.66
p2159,37.98
p2160,997.96
p2161,434.82
p2162,725.53
p2163,465.57
p2164,907.43
p2165,809.23
p2166,918.07
p2167,75.14
p2168,295.45
p2169,848.14
p2170,4.99
p2171,380.42
p2172,935.56
p2173,689.80
p2174,107.99
p2175,299.44
p2176,964.47
p2177,376.54
p2178,263.54
p2179,935.41
p2180,415.11
p2181,244.84
p2182,36.11
p2183,893.71
p2184,343.10
p2185,569.62
p2186,757.54
p2187,591.71
p2188,865.78
p2189,244.49
p2190,888.36
p2191,324.36
p2192,29.15
p2193,966.00
p2194,87.14
p2195,651.35
p2196,94.67
p2197,556.08
p2198,930.16
p2199,695.31
p2200,939.61
p2201,953.13
p2202,283.83
p2203,200.97
p2204,505.74
p2205,373.69
p2206,516.56
p2207,227.02
p2208,720.00
p2209,548.20
p2210,297.35
p2211,57.27
p2212,406.41
p2213,883.89
p2214,307.94
p2215,453.75
p2216,680.06
p2217,502.19
p2218,907.33
p2219,10.61
p2220,599.17
p2221,76.28
p2222,134.12
p2223,583.79
p2224,53.48
p2225,6.93
p2226,612.77
p2227,441.51
p2228,880.85
p2229,348.76
p2230,254.17
p2231,391.78
p2232,792.84
p2233,512.09
p2234,477.11
p2235,627.15
p2236,750.25
p2237,319.13
p2238,679.08
p2239,35.22
p2240,657.36
p2241,304.10
p2242,792.51
p2243,289.78
p2244,853.59
p2245,563.07
p2246,82.18
p2247,303.06
p2248,348.85
p2249,365.06
p2250,682.19
p2251,125.47
p2252,747.27
p2253,521.05
p2254,675.67
p2255,377.03
p2256,340.04
p2257,618.63
p2258,52.11
p2259,681.71
p2260,389.45
p2261,430.84
p2262,959.15
p2263,273.94
p2264,532.92
p2265,661.18
p2266,878.39
p2267,921.38
p2268,398.95
p2269,531.21
p2270,696.07
p2271,473.96
p2272,764.07
p2273,507.63
p2274,380.46
p2275,114.40
p2276,433.89
p2277,457.85
p2278,823.65
p2279,332.79
p2280,740.02
p2281,709.78
p2282,196.75
p2283,571.61
p2284,465.93
p2285,818.08
p2286,983.21
p2287,53.26
p2288,726.78
p2289,341.43
p2290,227.06
p2291,682.15
p2292,684.35
p2293,649.08
p2294,390.31
p2295,600.08
p2296,947.20
p2297,280.96
p2298,822.23
p2299,734.13
p2300,993.35
p2301,941.29
p2302,286.41
p2303,884.44
p2304,199.04
p2305,645.31
p2306,569.83
p2307,171.62
p2308,287.11
p2309,983.33
p2310,771.55
p2311,37.41
p2312,852.02
p2313,566.04
p2314,982.01
p2315,629.12
p2316,753.71
p2317,770.61
p2318,81.34
p2319,711.08
p2320,874.73
p2321,949.41
p2322,97.31
p2323,357.47
p2324,34.85
p2325,220.70
p2326,728.37
p2327,927.81
p2328,240.86
p2329,753.84
p2330,195.67
p2331,389.05
p2332,486.31
p2333,475.19
p2334,158.53
p2335,238.67
p2336,364.41
p2337,891.37
p2338,704.26
p2339,622.94
p2340,716.08
p2341,553.04
p2342,561.71
p2343,199.28
p2344,833.35
p2345,961.24
p2346,97.61
p2347,698.39
p2348,171.24
p2349,841.81
p2350,67.18
p2351,861.76
p2352,599.31
p2353,235.70
p2354,577.35
p2355,144.50
p2356,791.42
p2357,61.83
p2358,456.01
p2359,748.66
p2360,491.42
p2361,818.42
p2362,899.24
p2363,365.51
p2364,50.65
p2365,31.50
p2366,360.44
p2367,78.49
p2368,455.86
p2369,369.81
p2370,580.31
p2371,386.21
p2372,399.55
p2373,45.26
p2374,826.17
p2375,658.17
p2376,319.77
p2377,0.97
p2378,478.41
p2379,936.24
p2380,715.81
p2381,266.83
p2382,739.16
p2383,846.75
p2384,465.54
p2385,348.75
p2386,790.27
p2387,240.01
p2388,422.05
p2389,255.76
p2390,401.27
p2391,247.43
p2392,65.48
p2393,284.07
p2394,823.75
p2395,579.12
p2396,286.61
p2397,278.88
p2398,668.36
p2399,717.49
p2400,542.36
p2401,122.60
p2402,34.41
p2403,302.07
p2404,547.89
p2405,229.99
p2406,54.32
p2407,26.28
p2408,984.64
p2409,831.81
p2410,669.46
p2411,837.57
p2412,477.25
p2413,354.29
p2414,712.47
p2415,909.83
p2416,320.17
p2417,791.49
p2418,859.64
p2419,239.52
p2420,755.11
p2421,879.30
p2422,118.79
p2423,190.22
p2424,397.04
p2425,320.40
p2426,952.66
p2427,668.30
p2428,593.00
p2429,276.99
p2430,58.74
p2431,67.83
p2432,336.83
p2433,20.41
p2434,961.04
p2435,237.87
p2436,516.02
p2437,92.78
p2438,285.69
p2439,785.20
p2440,107.19
p2441,92.11
p2442,682.19
p2443,547.00
p2444,961.41
p2445,755.72
p2446,372.37
p2447,53.24
p2448,655.12
p2449,614.27
p2450,412.33
p2451,625.81
p2452,348.26
p2453,559.64
p2454,462.98
p2455,571.78
p2456,130.46
p2457,830.96
p2458,988.26
p2459,881.84
p2460,128.00
p2461,516.47
p2462,567.07
p2463,381.69
p2464,456.64
p2465,211.23
p2466,132.18
p2467,199.60
p2468,952.87
p2469,857.83
p2470,220.73
p2471,584.33
p2472,198.81
p2473,195.05
p2474,673.61
p2475,868.16
p2476,629.74
p2477,936.99
p2478,290.35
p2479,743.99
p2480,672.96
p2481,464.65
p2482,275.01
p2483,322.80
p2484,307.61
p2485,41.70
p2486,469.45
p2487,759.00
p2488,219.01
p2489,750.95
p2490,313.20
p2491,407.26
p2492,694.74
p2493,912.72
p2494,926.09
p2495,692.80
p2496,406.54
p2497,672.11
p2498,619.85
p2499,880.29
p2500,253.82
p2501,869.67
p2502,898.51
p2503,319.07
p2504,510.36
p2505,288.32
p2506,485.91
p2507,915.72
p2508,609.64
p2509,395.68
p2510,600.73
p2511,508.49
p2512,586.47
p2513,75.41
p2514,609.80
p2515,583.51
p2516,946.66
p2517,513.14
p2518,674.97
p2519,386.54
p2520,856.97
p2521,57.76
p2522,357.91
p2523,358.75
p2524,744.70
p2525,764.41
p2526,6.07
p2527,188.22
p2528,943.25
p2529,804.77
p2530,661.26
p2531,634.64
p2532,451.47
p2533,545.41
p2534,24.02
p2535,89.94
p2536,109.92
p2537,476.26
p2538,324.16
p2539,767.84
p2540,992.07
p2541,940.09
p2542,324.67
p2543,740.63
p2544,387.19
p2545,276.44
p2546,6.49
p2547,447.78
p2548,189.34
p2549,466.64
p2550,992.55
p2551,355.17
p2552,539.45
p2553,673.41
p2554,231.60
p2555,753.38
p2556,417.75
p2557,71.92
p2558,48.23
p2559,893.90
p2560,384.01
p2561,42.22
p2562,547.62
p2563,722.43
p2564,307.24
p2565,140.68
p2566,442.52
p2567,137.52
p2568,908.54
p2569,413.91
p2570,618.14
p2571,719.57
p2572,333.16
p2573,59.95
p2574,481.98
p2575,783.29
p2576,328.65
p2577,320.80
p2578,332.64
p2579,180.80
p2580,42.68
p2581,522.24
p2582,327.25
p2583,511.66
p2584,637.69
p2585,877.10
p2586,116.83
p2587,707.22
p2588,679.06
p2589,690.24
p2590,2.11
p2591,770.28
p2592,171.83
p2593,684.70
p2594,587.65
p2595,122.38
p2596,985.93
p2597,196.26
p2598,969.11
p2599,613.92
p2600,111.56
p2601,39.98
p2602,659.68
p2603,567.77
p2604,554.86
p2605,343.57
p2606,967.79
p2607,258.02
p2608,676.14
p2609,881.73
p2610,875.65
p2611,329.87
p2612,16.26
p2613,875.48
p2614,977.49
p2615,949.02
p2616,444.75
p2617,12.82
p2618,765.81
p2619,66.88
p2620,854.32
p2621,770.39
p2622,810.71
p2623,62.88
p2624,79.11
p2625,915.40
p2626,572.06
p2627,573.26
p2628,650.08
p2629,491.34
p2630,609.77
p2631,865.40
p2632,750.55
p2633,775.95
p2634,228.45
p2635,477.96
p2636,160.12
p2637,142.80
p2638,4.69
p2639,115.37
p2640,372.11
p2641,612.15
p2642,477.90
p2643,37.80
p2644,12.89
p2645,448.36
p2646,167.42
p2647,738.46
p2648,148.31
p2649,607.13
p2650,990.91
p2651,2.25
p2652,393.73
p2653,385.61
p2654,136.55
p2655,514.29
p2656,428.70
p2657,682.55
p2658,733.66
p2659,764.56
p2660,530.75
p2661,834.30
p2662,356.69
p2663,48.32
p2664,955.28
p2665,927.90
p2666,512.22
p2667,75.22
p2668,265.33
p2669,48.90
p2670,641.06
p2671,377.45
p2672,751.31
p2673,916.32
p2674,67.37
p2675,254.90
p2676,651.15
p2677,47.87
p2678,265.74
p2679,891.30
p2680,669.58
p2681,751.42
p2682,118.13
p2683,45.02
p2684,791.12
p2685,391.85
p2686,557.71
p2687,505.56
p2688,158.49
p2689,408.85
p2690,36.07
p2691,67.30
p2692,70.91
p2693,132.60
p2694,774.31
p2695,861.41
p2696,197.61
p2697,651.42
p2698,44.64
p2699,222.67
p2700,123.60
p2701,8.22
p2702,662.36
p2703,412.21
p2704,991.16
p2705,96.79
p2706,645.42
p2707,433.62
p2708,156.81
p2709,733.45
p2710,299.28
p2711,550.14
p2712,88.97
p2713,690.08
p2714,276.21
p2715,744.37
p2716,186.60
p2717,935.02
p2718,146.28
p2719,727.61
p2720,978.37
p2721,43.74
p2722,719.02
p2723,854.26
p2724,250.83
p2725,823.55
p2726,226.94
p2727,350.14
p2728,750.09
p2729,750.67
p2730,347.23
p2731,368.31
p2732,503.49
p2733,19.87
p2734,316.12
p2735,758.22
p2736,807.80
p2737,288.28
p2738,541.88
p2739,573.67
p2740,381.34
p2741,968.49
p2742,821.89
p2743,611.22
p2744,93.99
p2745,193.57
p2746,680.98
p2747,428.54
p2748,534.28
p2749,680.35
p2750,790.65
p2751,263.03
p2752,531.15
p2753,315.90
p2754,327.68
p2755,0.66
p2756,658.07
p2757,365.80
p2758,755.55
p2759,594.31
p2760,849.90
p2761,293.32
p2762,494.40
p2763,165.41
p2764,985.61
p2765,825.37
p2766,652.67
p2767,496.28
p2768,216.42
p2769,763.62
p2770,20.24
p2771,143.79
p2772,603.38
p2773,753.75
p2774,629.61
p2775,308.51
p2776,136.91
p2777,493.03
p2778,249.96
p2779,293.42
p2780,177.18
p2781,971.32
p2782,525.35
p2783,308.83
p2784,644.44
p2785,829.01
p2786,463.41
p2787,443.67
p2788,757.11
p2789,640.40
p2790,880.41
p2791,683.68
p2792,87.90
p2793,442.91
p2794,107.38
p2795,881.11
p2796,936.55
p2797,905.35
p2798,607.23
p2799,147.31
p2800,654.76
p2801,948.06
p2802,901.46
p2803,310.60
p2804,935.94
p2805,422.22
p2806,678.13
p2807,670.50
p2808,366.77
p2809,390.67
p2810,462.77
p2811,755.83
p2812,525.81
p2813,196.80
p2814,738.64
p2815,212.00
p2816,706.55
p2817,893.75
p2818,760.40
p2819,771.70
p2820,769.44
p2821,426.68
p2822,282.33
p2823,699.92
p2824,782.21
p2825,16.34
p2826,369.14
p2827,348.29
p2828,696.96
p2829,947.05
p2830,817.04
p2831,373.31
p2832,310.78
p2833,976.02
p2834,723.93
p2835,97.21
p2836,761.73
p2837,578.67
p2838,878.57
p2839,164.07
p2840,396.33
p2841,522.28
p2842,716.74
p2843,652.21
p2844,992.09
p2845,483.10
p2846,762.48
p2847,248.92
p2848,656.45
p2849,44.97
p2850,786.99
p2851,795.48
p2852,920.29
p2853,100.17
p2854,295.42
p2855,361.19
p2856,706.32
p2857,645.50
p2858,352.93
p2859,615.56
p2860,97.47
p2861,572.04
p2862,325.43
p2863,632.11
p2864,274.58
p2865,12.64
p2866,544.56
p2867,821.07
p2868,777.51
p2869,554.61
p2870,618.75
p2871,351.52
p2872,926.60
p2873,47.94
p2874,517.61
p2875,881.41
p2876,987.48
p2877,880.88
p2878,718.36
p2879,256.87
p2880,22.89
p2881,900.20
p2882,349.31
p2883,402.21
p2884,652.31
p2885,888.48
p2886,222.40
p2887,551.50
p2888,789.94
p2889,913.61
p2890,228.62
p2891,114.35
p2892,82.42
p2893,775.82
p2894,398.36
p2895,415.42
p2896,83.37
p2897,465.06
p2898,420.38
p2899,486.31
p2900,1.80
p2901,591.12
p2902,883.88
p2903,188.50
p2904,671.23
p2905,153.27
p2906,774.07
p2907,797.80
p2908,823.60
p2909,978.22
p2910,827.02
p2911,89.04
p2912,59.58
p2913,810.00
p2914,40.14
p2915,125.83
p2916,234.33
p2917,436.57
p2918,331.02
p2919,952.97
p2920,781.85
p2921,197.15
p2922,999.81
p2923,426.21
p2924,40.11
p2925,370.75
p2926,396.16
p2927,81.13
p2928,129.95
p2929,710.60
p2930,286.98
p2931,720.68
p2932,876.11
p2933,855.59
p2934,403.28
p2935,367.79
p2936,158.84
p2937,341.57
p2938,482.10
p2939,960.05
p2940,81.25
p2941,585.77
p2942,17.58
p2943,219.79
p2944,218.70
p2945,544.63
p2946,587.18
p2947,288.49
p2948,484.07
p2949,685.64
p2950,943.74
p2951,288.35
p2952,477.64
p2953,718.71
p2954,9.42
p2955,476.65
p2956,256.18
p2957,747.04
p2958,825.21
p2959,756.37
p2960,258.32
p2961,341.11
p2962,471.92
p2963,123.95
p2964,765.05
p2965,810.86
p2966,513.25
p2967,366.79
p2968,136.16
p2969,914.80
p2970,812.15
p2971,609.22
p2972,573.73
p2973,597.45
p2974,759.38
p2975,964.73
p2976,676.53
p2977,957.36
p2978,183.92
p2979,740.36
p2980,874.17
p2981,183.30
p2982,629.69
p2983,644.98
p2984,475.33
p2985,110.07
p2986,231.67
p2987,746.96
p2988,813.19
p2989,260.39
p2990,665.38
p2991,606.99
p2992,565.06
p2993,504.84
p2994,390.80
p2995,588.29
p2996,358.41
p2997,322.30
p2998,502.37
p2999,371.40
p3000,347.28
p3001,95.82
p3002,637.07
p3003,796.44
p3004,775.41
p3005,855.06
p3006,940.93
p3007,353.59
p3008,434.17
p3009,35.73
p3010,908.10
p3011,507.34
p3012,178.42
p3013,640.01
p3014,77.75
p3015,495.29
p3016,815.26
p3017,267.70
p3018,621.10
p3019,878.54
p3020,954.21
p3021,727.21
p3022,600.06
p3023,694.26
p3024,665.78
p3025,666.86
p3026,305.78
p3027,893.93
p3028,758.37
p3029,585.20
p3030,326.08
p3031,52.25
p3032,434.83
p3033,996.65
p3034,688.34
p3035,483.17
p3036,708.21
p3037,656.68
p3038,676.64
p3039,110.36
p3040,841.49
p3041,430.42
p3042,339.20
p3043,350.07
p3044,454.57
p3045,685.50
p3046,401.16
p3047,200.38
p3048,357.37
p3049,189.57
p3050,692.38
p3051,77.32
p3052,344.61
p3053,585.61
p3054,421.57
p3055,818.04
p3056,383.08
p3057,426.01
p3058,855.97
p3059,866.21
p3060,259.03
p3061,317.98
p3062,869.32
p3063,566.06
p3064,376.58
p3065,355.71
p3066,228.64
p3067,352.51
p3068,154.59
p3069,59.58
p3070,902.71
p3071,750.41
p3072,634.66
p3073,692.61
p3074,224.27
p3075,243.68
p3076,369.79
p3077,571.21
p3078,618.35
p3079,638.97
p3080,577.15
p3081,307.57
p3082,903.57
p3083,170.73
p3084,864.98
p3085,396.72
p3086,306.16
p3087,519.87
p3088,6.91
p3089,336.67
p3090,361.61
p3091,220.76
p3092,677.92
p3093,356.90
p3094,681.17
p3095,922.91
p3096,956.84
p3097,638.78
p3098,511.28
p3099,188.87
p3100,422.31
p3101,458.04
p3102,204.54
p3103,651.93
p3104,223.34
p3105,104.37
p3106,902.50
p3107,412.14
p3108,533.84
p3109,70.34
p3110,323.53
p3111,716.06
p3112,542.15
p3113,359.49
p3114,839.53
p3115,138.12
p3116,264.73
p3117,905.89
p3118,394.21
p3119,820.02
p3120,165.85
p3121,495.21
p3122,584.82
p3123,747.28
p3124,748.37
p3125,609.54
p3126,172.80
p3127,714.18
p3128,982.92
p3129,133.59
p3130,463.84
p3131,391.26
p3132,41.83
p3133,181.10
p3134,645.20
p3135,289.61
p3136,871.82
p3137,200.96
p3138,956.24
p3139,618.00
p3140,816.03
p3141,187.66
p3142,710.20
p3143,450.43
p3144,427.86
p3145,378.31
p3146,580.81
p3147,234.32
p3148,505.84
p3149,176.56
p3150,736.99
p3151,536.89
p3152,52.90
p3153,104.06
p3154,843.85
p3155,78.01
p3156,884.91
p3157,521.00
p3158,715.44
p3159,340.83
p3160,455.65
p3161,326.61
p3162,732.96
p3163,437.61
p3164,323.45
p3165,706.98
p3166,873.24
p3167,160.27
p3168,749.74
p3169,738.64
p3170,557.56
p3171,731.85
p3172,313.12
p3173,220.10
p3174,98.12
p3175,578.93
p3176,788.46
p3177,554.64
p3178,576.75
p3179,400.92
p3180,899.82
p3181,887.34
p3182,644.08
p3183,599.45
p3184,155.41
p3185,546.68
p3186,668.17
p3187,251.00
p3188,7.38
p3189,844.17
p3190,460.43
p3191,703.66
p3192,614.92
p3193,307.11
p3194,170.69
p3195,706.48
p3196,565.11
p3197,139.82
p3198,435.42
p3199,171.29
p3200,933.09
p3201,109.82
p3202,169.36
p3203,251.02
p3204,647.84
p3205,261.43
p3206,674.47
p3207,760.83
p3208,610.34
p3209,474.63
p3210,572.90
p3211,11.36
p3212,251.70
p3213,232.99
p3214,679.50
p3215,741.41
p3216,435.79
p3217,627.06
p3218,447.66
p3219,854.03
p3220,850.36
p3221,993.37
p3222,879.70
p3223,616.84
p3224,127.17
p3225,946.30
p3226,455.24
p3227,822.04
p3228,570.61
p3229,179.67
p3230,39.14
p3231,56.65
p3232,868.60
p3233,707.42
p3234,441.17
p3235,461.36
p3236,636.75
p3237,441.79
p3238,576.94
p3239,616.11
p3240,650.71
p3241,490.09
p3242,335.32
p3243,49.38
p3244,109.21
p3245,214.34
p3246,154.82
p3247,77.68
p3248,382.44
p3249,686.94
p3250,168.07
p3251,738.46
p3252,191.18
p3253,38.57
p3254,262.14
p3255,592.97
p3256,850.44
p3257,798.77
p3258,644.66
p3259,872.26
p3260,364.24
p3261,892.88
p3262,237.09
p3263,767.12
p3264,592.79
p3265,22.40
p3266,274.27
p3267,735.24
p3268,403.13
p3269,934.93
p3270,449.96
p3271,901.55
p3272,180.11
p3273,884.90
p3274,286.44
p3275,407.79
p3276,236.08
p3277,398.60
p3278,162.53
p3279,263.18
p3280,783.74
p3281,893.76
p3282,826.72
p3283,588.35
p3284,522.27
p3285,240.93
p3286,370.74
p3287,425.93
p3288,260.05
p3289,19.99
p3290,413.49
p3291,355.44
p3292,52.79
p3293,916.42
p3294,250.45
p3295,0.80
p3296,94.02
p3297,634.58
p3298,827.40
p3299,794.31
p3300,644.72
p3301,306.39
p3302,301.63
p3303,373.32
p3304,116.81
p3305,828.58
p3306,539.13
p3307,486.37
p3308,439.91
p3309,690.28
p3310,394.64
p3311,435.35
p3312,360.84
p3313,136.20
p3314,691.79
p3315,571.37
p3316,612.19
p3317,993.43
p3318,568.19
p3319,293.76
p3320,582.40
p3321,379.21
p3322,514.76
p3323,755.77
p3324,61.86
p3325,68.22
p3326,560.99
p3327,709.72
p3328,159.92
p3329,823.81
p3330,996.66
p3331,960.60
p3332,755.36
p3333,621.89
p3334,150.72
p3335,521.32
p3336,33.27
p3337,778.62
p3338,143.32
p3339,852.53
p3340,475.87
p3341,805.42
p3342,485.31
p3343,200.97
p3344,909.47
p3345,388.44
p3346,352.97
p3347,336.49
p3348,869.17
p3349,577.69
p3350,925.36
p3351,643.65
p3352,543.14
p3353,639.84
p3354,321.62
p3355,404.68
p3356,402.12
p3357,131.60
p3358,863.59
p3359,965.45
p3360,228.48
p3361,337.63
p3362,995.71
p3363,750.58
p3364,605.88
p3365,701.84
p3366,457.74
p3367,481.80
p3368,920.01
p3369,700.96
p3370,943.12
p3371,257.27
p3372,185.52
p3373,464.24
p3374,73.87
p3375,184.74
p3376,81.66
p3377,326.64
p3378,809.36
p3379,278.53
p3380,622.10
p3381,539.08
p3382,708.28
p3383,292.47
p3384,893.64
p3385,399.74
p3386,704.07
p3387,829.56
p3388,707.30
p3389,223.55
p3390,561.04
p3391,810.22
p3392,718.90
p3393,646.29
p3394,70.46
p3395,927.34
p3396,16.76
p3397,668.98
p3398,35.91
p3399,289.23
p3400,151.81
p3401,538.68
p3402,703.05
p3403,250.42
p3404,313.37
p3405,803.05
p3406,252.11
p3407,118.96
p3408,253.64
p3409,495.26
p3410,841.17
p3411,663.02
p3412,209.40
p3413,366.56
p3414,538.71
p3415,945.04
p3416,498.64
p3417,165.65
p3418,393.51
p3419,929.46
p3420,113.83
p3421,14.23
p3422,230.38
p3423,656.89
p3424,876.88
p3425,691.81
p3426,942.55
p3427,727.76
p3428,886.48
p3429,413.12
p3430,121.10
p3431,557.15
p3432,32.86
p3433,768.14
p3434,605.84
p3435,140.64
p3436,579.79
p3437,953.41
p3438,924.99
p3439,257.68
p3440,881.41
p3441,275.10
p3442,989.95
p3443,192.33
p3444,367.77
p3445,322.51
p3446,341.49
p3447,182.10
p3448,4.83
p3449,464.29
p3450,993.25
p3451,319.66
p3452,941.72
p3453,970.51
p3454,244.36
p3455,226.67
p3456,430.78
p3457,294.89
p3458,36.14
p3459,484.21
p3460,167.01
p3461,975.35
p3462,866.12
p3463,527.12
p3464,188.38
p3465,631.38
p3466,569.64
p3467,669.32
p3468,241.80
p3469,946.63
p3470,968.44
p3471,244.18
p3472,440.87
p3473,510.87
p3474,665.46
p3475,644.30
p3476,0.11
p3477,837.32
p3478,660.73
p3479,807.43
p3480,876.03
p3481,208.36
p3482,231.74
p3483,36.61
p3484,957.56
p3485,133.48
p3486,121.52
p3487,433.87
p3488,526.34
p3489,966.40
p3490,195.54
p3491,179.55
p3492,790.06
p3493,828.56
p3494,179.99
p3495,608.72
p3496,829.14
p3497,335.29
p3498,405.11
p3499,975.72
p3500,775.36
p3501,531.10
p3502,631.82
p3503,995.35
p3504,626.25
p3505,566.15
p3506,361.73
p3507,656.65
p3508,588.31
p3509,781.38
p3510,713.72
p3511,332.30
p3512,613.21
p3513,729.88
p3514,705.86
p3515,847.17
p3516,135.23
p3517,705.33
p3518,699.08
p3519,120.71
p3520,31.11
p3521,184.94
p3522,498.44
p3523,609.20
p3524,360.45
p3525,934.86
p3526,725.68
p3527,431.65
p3528,261.27
p3529,816.02
p3530,477.05
p3531,366.77
p3532,741.00
p3533,565.84
p3534,887.59
p3535,473.66
p3536,780.61
p3537,766.62
p3538,66.84
p3539,334.19
p3540,571.49
p3541,378.89
p3542,520.45
p3543,686.91
p3544,286.29
p3545,485.83
p3546,927.44
p3547,374.12
p3548,431.18
p3549,88.86
p3550,309.22
p3551,862.52
p3552,496.47
p3553,473.04
p3554,553.70
p3555,823.19
p3556,768.09
p3557,951.36
p3558,416.94
p3559,290.38
p3560,186.88
p3561,980.83
p3562,99.07
p3563,150.85
p3564,295.46
p3565,527.13
p3566,61.55
p3567,29.24
p3568,543.19
p3569,613.66
p3570,639.52
p3571,272.92
p3572,444.58
p3573,77.41
p3574,459.58
